Country,Dish,Ingredients,Quantities,Facets,Description
Gambia,Yassa,Chicken; Onion; Lemon juice; Mustard; Garlic; Chili pepper; Oil; Black pepper; Salt,1kg; 4; 150ml; 2 tbsp; 4 cloves; 1; 50ml; 1 tsp; 1 tsp,MAIN; POULTRY,West African grilled chicken or fish in a tangy caramelised onion and mustard sauce.
Georgia,Khachapuri,Flour; Sulguni cheese; Imeretian cheese; Yeast; Egg; Yogurt/Matsoni; Butter; Salt,500g; 500g; 200g; 1 tsp; 2; 200ml; 50g; 1 tsp,BREADS; MAIN; VEGETARIAN,Georgia's iconic cheese-filled bread boat topped with a raw egg and butter.
Georgia,Khinkali,Flour; Ground beef/pork; Cumin; Black pepper; Cilantro; Onion; Salt; Water,500g; 500g; 1 tsp; 1 tsp; 2 tbsp; 1; 2 tsp; 300ml,BEEF; MAIN; PORK,Georgian soup dumplings filled with spiced beef and pork broth.
Georgia,Pkhali,Spinach; Walnuts; Garlic; Cilantro; Fenugreek; Marigold; Pomegranate seeds; Vinegar; Salt,500g; 200g; 3 cloves; 1/2 cup; 1 tsp; 1 tsp; 50g; 2 tbsp; 1 tsp,DIPS; STARTERS; VEGAN; VEGETARIAN,Georgian minced walnut and vegetable bites spiced with fenugreek and garlic.
Germany,Sauerbraten,Beef roast; Red wine vinegar; Red wine; Onion; Cloves; Juniper berries; Peppercorns; Bay leaf; Gingersnaps; Salt,1.5kg; 250ml; 250ml; 2; 5; 5; 5; 2; 4; 2 tsp,BEEF; MAIN,"German pot roast of beef marinated in vinegar, slow-braised with potato dumplings."
Germany,Currywurst,Bratwurst; Ketchup; Curry powder; Paprika; Onion powder; Worcestershire sauce,4; 200ml; 2 tbsp; 1 tsp; 1/2 tsp; 1 tsp,FRIED; MAIN; PORK,"Sliced Berlin-style pork sausage smothered in curried ketchup, the iconic German street food."
Germany,Rouladen,Beef top round; Mustard; Bacon; Pickles; Onion; Beef stock; Red wine; Thyme; Salt; Pepper,4 slices; 4 tbsp; 4 strips; 4; 1; 500ml; 100ml; 1/2 tsp; 1 tsp; 1/2 tsp,BEEF; MAIN; PORK,"Thin German beef rolls stuffed with mustard, bacon and pickles, braised in brown gravy."
Ghana,Jollof Rice,Basmati rice; Chicken; Tomato paste; Onion; Ginger; Garlic; Scotch bonnet; Thyme; Curry powder; Oil,500g; 500g; 3 tbsp; 2; 1 tbsp; 3 cloves; 1; 1 tsp; 1 tsp; 100ml,POULTRY; RICE; SIDES; SOUPS,"West Africa's beloved one-pot tomato rice, fiercely contested between Ghana, Nigeria and Senegal."
Ghana,Fufu with Light Soup (Chicken),Chicken; Fufu with Light Soup (base),150g; 1 serving,POULTRY; SIDES; SOUPS,Ghanaian pounded fufu served with a clear spiced chicken broth.
Ghana,Fufu with Light Soup (Goat),Goat meat; Fufu with Light Soup (base),150g; 1 serving,MAIN; MEAT; SOUPS,"Ghanaian pounded fufu paired with a light, aromatic goat soup."
Ghana,Waakye,Rice; Black-eyed peas; Waakye leaves; Salt; Shito sauce,400g; 200g; 4; 1 tsp; 2 tbsp,MAIN; RICE; VEGAN; VEGETARIAN,"A Ghanaian dish of rice cooked with black-eyed peas, served with sauces and garnishes."
Greece,Moussaka,Eggplant; Ground lamb; Potatoes; Onion; Garlic; Cinnamon; Tomato puree; Milk; Butter; Flour,2; 500g; 2; 1; 3 cloves; 1/2 tsp; 200ml; 500ml; 50g; 50g,LAMB; MAIN,"Greece's layered bake of minced lamb, aubergine and bechamel sauce."
Greece,Souvla,Pork shoulder; Oregano; Salt; Black pepper; Olive oil; Lemon,1.5kg; 2 tbsp; 2 tsp; 1 tsp; 50ml; 2,GRILLED; MAIN; PORK,Large pieces of pork or lamb slowly rotisserie-roasted over charcoal.
Greece,Pastitsio,Macaroni; Ground beef; Onion; Tomato paste; Cinnamon; Milk; Butter; Flour; Egg yolks; Nutmeg,500g; 500g; 1; 2 tbsp; 1/2 tsp; 750ml; 75g; 75g; 2; 1/4 tsp,BEEF; MAIN,Greek baked pasta with spiced lamb mince and a thick bechamel topping.
Grenada,Oil Down,Breadfruit; Salted meat; Chicken; Coconut milk; Turmeric; Onion; Garlic; Chives; Thyme; Flour dumplings,1; 500g; 500g; 1L; 2 tbsp; 1; 3 cloves; 2 tbsp; 1 tbsp; 8,MAIN; POULTRY,Grenada's national dish of breadfruit and salt meat cooked in coconut milk with callaloo.
Grenada,Pelau,Chicken; Rice; Pigeon peas; Brown sugar; Coconut milk; Onion; Garlic; Thyme; Carrots; Salt,500g; 400g; 200g; 2 tbsp; 400ml; 1; 3 cloves; 1 tsp; 1; 1 tsp,MAIN; POULTRY,"A one-pot Caribbean rice dish with caramelised chicken, pigeon peas and coconut milk."
Grenada,Roti,Flour; Split peas; Cumin; Turmeric; Chicken curry; Potatoes; Garlic; Onion; Oil; Salt,500g; 100g; 1 tsp; 1 tsp; 500g; 200g; 3 cloves; 1; 50ml; 1 tsp,BREADS; MAIN; POULTRY,Soft Caribbean flatbread used to wrap curried fillings.
Guatemala,Pepián,Chicken; Sesame seeds; Pumpkin seeds; Guajillo chili; Tomatoes; Onion; Cinnamon; Cilantro; Potatoes; Salt,1kg; 3 tbsp; 3 tbsp; 2; 3; 1; 1/2 stick; 1/4 cup; 2; 1 tsp,MAIN; POULTRY,A Guatemalan seed-based sauce of pumpkin and sesame seeds over turkey or chicken.
Guatemala,Kak'ik,Turkey; Coban chili; Garlic; Onion; Tomatoes; Cilantro; Mint; Cloves; Allspice; Salt,1kg; 2; 5 cloves; 1; 4; 1/2 cup; 1/4 cup; 2; 2; 2 tsp,MAIN; POULTRY,"A Guatemalan turkey stew in a deep red tomato and chili broth, a sacred Maya ceremonial dish."
Guatemala,Chiles Rellenos,Poblano chilies; Ground beef; Onion; Garlic; Carrots; Green beans; Eggs; Flour; Tomato sauce; Oregano,6; 300g; 1; 2 cloves; 2; 100g; 4; 50g; 200ml; 1/2 tsp,BEEF; MAIN,"Large roasted poblano peppers stuffed with cheese or meat, battered and fried."
Guinea,Poulet Yassa,Chicken; Onion; Lemon juice; Mustard; Garlic; Chili pepper; Oil; Black pepper; Salt; Thyme,1kg; 5; 200ml; 2 tbsp; 4 cloves; 1; 50ml; 1 tsp; 1 tsp; 1 tsp,MAIN; POULTRY,"Grilled chicken marinated in onion, lemon and mustard, stewed until tender."
Guinea,Fufu,Cassava; Water,1kg; for boiling,SIDES; VEGAN; VEGETARIAN,The staple starch of Central and West Africa: pounded cassava or plantain formed into soft dough balls.
Guinea,Riz Gras,Rice; Meat; Tomato paste; Onion; Garlic; Chili pepper; Oil; Salt; Maggi cube,500g; 500g; 3 tbsp; 2; 3 cloves; 1; 100ml; 1 tsp; 1,MAIN; MEAT; RICE,A rich West African one-pot rice cooked in tomato-based meat stock.
Guyana,Pepperpot,Beef; Cassareep; Cinnamon; Cloves; Brown sugar; Onion; Garlic; Scotch bonnet; Thyme; Salt,1kg; 100ml; 2 sticks; 4; 2 tbsp; 1; 4 cloves; 2; 3 sprigs; 2 tsp,BEEF; MAIN; SOUPS,"A rich Antiguan stew of beef and pork simmered with cassareep syrup, rooted in Amerindian cooking."
Guyana,Cook-up Rice (Chicken),Chicken; Cook-up Rice (base),150g; 1 serving,POULTRY; RICE; SIDES,"Guyanese one-pot rice with chicken, coconut milk and black-eyed peas, a New Year's tradition."
Guyana,Cook-up Rice (Salt meat),Salt meat; Cook-up Rice (base),100g; 1 serving,MAIN; PORK; RICE,"Guyanese one-pot rice with salt meat, coconut milk and black-eyed peas, a New Year's tradition."
Guyana,Metemgee,Cassava; Plantain; Yam; Sweet potato; Salt fish; Coconut milk; Onion; Garlic; Thyme; Flour dumplings,200g; 1; 200g; 200g; 200g; 500ml; 1; 3 cloves; 1 tsp; 6,MAIN,"A Guyanese coconut milk one-pot of root vegetables, dumplings and fish or salt meat."
Haiti,Griot,Pork shoulder; Sour orange juice; Lime juice; Thyme; Parsley; Garlic; Scotch bonnet; Onion; Cloves; Salt,1kg; 250ml; 50ml; 2 sprigs; 1/4 cup; 5 cloves; 1; 1; 3; 2 tsp,MAIN; PORK,"Haitian fried pork marinated in citrus and spices, served with pikliz pickled vegetables."
Haiti,Diriz ak Djon Djon,Rice; Djon Djon mushrooms; Lima beans; Garlic; Thyme; Onion; Cloves; Salt; Oil; Scotch bonnet,500g; 50g; 200g; 3 cloves; 1 tsp; 1; 2; 1 tsp; 3 tbsp; 1,MAIN; RICE; VEGAN; VEGETARIAN,Haitian rice cooked with prized black mushrooms from the north.
Haiti,Soup Joumou,Pumpkin/Squash; Beef; Cabbage; Potatoes; Carrots; Celery; Onion; Garlic; Thyme; Lime juice,1kg; 500g; 200g; 2; 2; 1; 1; 3 cloves; 1 tsp; 2 tbsp,BEEF; MAIN; SOUPS,"Haiti's ceremonial independence pumpkin and beef soup, eaten on 1 January."
Honduras,Baleadas,Flour tortillas; Refried beans; Mantequilla/Sour cream; Queso duro; Avocado; Eggs; Salt,4; 200g; 100g; 50g; 1; 2; 1/2 tsp,BREADS; MAIN; VEGETARIAN,"Honduran thick flour tortillas filled with refried beans, cheese and sour cream."
Honduras,Sopa de Caracol,Conch meat; Coconut milk; Cassava; Plantain; Bell pepper; Onion; Garlic; Cilantro; Cumin; Saffron,500g; 400ml; 200g; 1; 1; 1; 3 cloves; 1/2 cup; 1/2 tsp; 1/4 tsp,MAIN,"Honduran conch soup with coconut milk and spices, a Caribbean coastal delicacy."
Honduras,Carne Asada,Beef steak; Lime juice; Garlic; Cumin; Oregano; Salt; Pepper; Onion; Bell pepper; Oil,500g; 50ml; 3 cloves; 1 tsp; 1 tsp; 1 tsp; 1/2 tsp; 1; 1; 2 tbsp,BEEF; MAIN,"Grilled seasoned beef, a Latin American barbecue staple served with tortillas."
Hungary,Goulash,Beef chuck; Onions; Paprika; Caraway seeds; Garlic; Potatoes; Carrots; Bell pepper; Tomato; Beef stock,1kg; 3; 4 tbsp; 1 tsp; 3 cloves; 4; 2; 1; 1; 1L,BEEF; MAIN,Hungary's quintessential beef and onion stew seasoned generously with sweet paprika.
Hungary,Chicken Paprikash,Chicken drumsticks; Onion; Paprika; Sour cream; Flour; Garlic; Bell pepper; Tomato; Chicken stock; Lard,1kg; 2; 3 tbsp; 200ml; 1 tbsp; 2 cloves; 1; 1; 250ml; 30g,MAIN; PORK; POULTRY,"Hungarian chicken braised in a creamy paprika sauce, served with egg noodles."
Hungary,Lángos,Flour; Yeast; Milk; Salt; Sugar; Oil for frying; Garlic; Sour cream; Grated cheese,500g; 1 tsp; 300ml; 1 tsp; 1 tsp; 1L; 2 cloves; 100g; 100g,BREADS; MAIN; VEGETARIAN,Deep-fried Hungarian dough topped with sour cream and grated cheese.
Iceland,Hákarl,Fermented shark,200g,MAIN; LEAN_FISH,"Fermented Greenlandic shark dried for months, Iceland's most polarising traditional food."
Iceland,Plokkfiskur,Cod fillets; Potatoes; Milk; Flour; Butter; Onion; Chives; Salt; White pepper; Cheese,500g; 500g; 400ml; 3 tbsp; 50g; 1; 1 tbsp; 1 tsp; 1/2 tsp; 50g,LEAN_FISH; MAIN,Icelandic fish stew of flaked white fish and potato in a creamy bechamel.
Iceland,Hangikjöt,Smoked lamb; Potatoes; Milk; Flour; Butter; Peas; Sugar; Salt; Nutmeg,1kg; 1kg; 500ml; 2 tbsp; 2 tbsp; 200g; 1 tsp; 1 tsp; 1/4 tsp,LAMB; MAIN,"Icelandic smoked lamb slow-cured, traditionally served at Christmas."
India,Butter Chicken,Chicken; Tomato puree; Heavy cream; Butter; Ginger-garlic paste; Garam masala; Turmeric; Chili powder; Kasuri methi; Honey,800g; 400ml; 150ml; 50g; 2 tbsp; 1 tbsp; 1 tsp; 1 tsp; 1 tsp; 1 tbsp,MAIN; POULTRY,"Tender chicken in a rich, mildly spiced tomato and cream sauce, India's most recognised curry."
India,Chicken Biryani,Basmati rice; Chicken; Yogurt; Onions; Ghee; Mint; Saffron; Biryani spice mix; Ginger-garlic paste; Salt,500g; 500g; 200g; 3; 100g; 1/2 cup; pinch; 3 tbsp; 2 tbsp; 2 tsp,MAIN; POULTRY; RICE,Aromatic Indian layered rice and chicken dish perfumed with saffron and whole spices.
India,Masala Dosa,Rice/Lentil batter; Potatoes; Onion; Mustard seeds; Turmeric; Curry leaves; Ginger; Green chili; Cilantro; Salt,1L; 500g; 2; 1 tsp; 1/2 tsp; 10; 1 tsp; 2; 2 tbsp; 1 tsp,CURRIES; MAIN; VEGAN; VEGETARIAN,South Indian crispy fermented rice-and-lentil crepe filled with spiced potato.
Indonesia,Nasi Goreng,Cooked rice; Kecap manis; Shrimp paste; Garlic; Shallots; Chili; Chicken; Egg; Salt; Oil,400g; 3 tbsp; 1 tsp; 3 cloves; 4; 2; 100g; 2; 1 tsp; 2 tbsp,MAIN; POULTRY; RICE,"Indonesia's signature fried rice with egg, kecap manis and aromatics."
Indonesia,Rendang,Beef; Coconut milk; Lemongrass; Galangal; Turmeric leaf; Chilies; Shallots; Garlic; Ginger; Salt,1kg; 1L; 2; 50g; 1; 10; 6; 4 cloves; 30g; 1 tsp,BEEF; CURRIES; MAIN,A slow-cooked Indonesian dry beef curry simmered in coconut milk and spices for hours.
Indonesia,Satay Ayam,Chicken thigh; Peanut butter; Kecap manis; Coconut milk; Turmeric; Coriander; Cumin; Garlic; Shallots; Lime,500g; 200g; 4 tbsp; 100ml; 1 tsp; 1 tsp; 1/2 tsp; 3 cloves; 4; 1,GRILLED; MAIN; POULTRY,"Indonesian grilled chicken skewers in turmeric and lemongrass, served with peanut sauce."
Iran,Chelow Kebab,Ground beef/lamb; Basmati rice; Saffron; Onion; Butter; Sumac; Turmeric; Salt; Black pepper; Tomato,1kg; 500g; pinch; 2; 50g; 1 tbsp; 1/2 tsp; 2 tsp; 1 tsp; 4,BEEF; GRILLED; LAMB; MAIN,Iran's national dish: saffron-marinated lamb or beef kebabs over steamed basmati rice.
Iran,Ghormeh Sabzi,Lamb; Kidneys beans; Dried limes; Parsley; Cilantro; Fenugreek; Leeks; Onion; Turmeric; Salt,500g; 200g; 4; 200g; 200g; 50g; 100g; 1; 1 tsp; 1 tsp,LAMB; MAIN,"A rich Iranian herb stew of lamb, dried limes and kidney beans."
Iran,Fesenjan,Chicken; Walnuts; Pomegranate molasses; Onion; Cinnamon; Sugar; Turmeric; Salt; Saffron; Oil,1kg; 300g; 200ml; 2; 1/2 tsp; 2 tbsp; 1 tsp; 1 tsp; pinch; 2 tbsp,MAIN; POULTRY,Persian duck or chicken stew in a walnut and pomegranate molasses sauce.
Iraq,Masgouf,Whole Carp; Olive oil; Tamarind paste; Turmeric; Garlic; Onion; Tomatoes; Curry powder; Salt; Lemon,2kg; 50ml; 2 tbsp; 1 tsp; 4 cloves; 1; 2; 1/2 tsp; 1 tsp; 1,LEAN_FISH; MAIN,Iraq's ancient dish of whole carp split open and slow-grilled on stakes.
Iraq,Dolma,Grape leaves; Ground meat; Rice; Onion; Tomato paste; Pomegranate molasses; Allspice; Cumin; Garlic; Salt,40; 500g; 200g; 3; 3 tbsp; 3 tbsp; 1 tsp; 1/2 tsp; 4 cloves; 1 tsp,MAIN; MEAT,"Grape leaves stuffed with herbed rice and ground meat, shared across the Middle East and Balkans."
Iraq,Quzi,Whole lamb (small) or leg; Rice; Raisins; Almonds; Cinnamon; Cardamom; Cloves; Allspice; Onion; Salt,2kg; 1kg; 100g; 100g; 1 tbsp; 1 tsp; 1/2 tsp; 1 tsp; 2; 2 tsp,LAMB; MAIN,"Iraqi slow-roasted whole lamb stuffed with rice, nuts and raisins."
Ireland,Irish Stew,Lamb shoulder; Potatoes; Carrots; Onions; Thyme; Parsley; Beef stock; Salt; Black pepper; Barley,1kg; 1kg; 3; 3; 2 sprigs; 1/4 cup; 1L; 1.5 tsp; 1 tsp; 50g,BEEF; LAMB; MAIN; SOUPS,"Ireland's hearty stew of lamb, potato, onion and carrots."
Ireland,Boxty,Potatoes; Flour; Baking soda; Buttermilk; Egg; Salt; Black pepper; Butter,500g; 200g; 1 tsp; 250ml; 1; 1 tsp; 1/2 tsp; 50g,BREADS; MAIN; VEGETARIAN,"Irish potato pancakes of raw and mashed potato, beloved in Ulster."
Ireland,Coddle,Pork sausages; Bacon rashers; Potatoes; Onions; Parsley; Beef stock; Salt; Black pepper,8; 4; 4; 2; 1/4 cup; 500ml; 1/2 tsp; 1 tsp,BEEF; MAIN; PORK,"A Dublin one-pot dish of sausages, bacon, onion and potato."
Israel,Falafel,Dried chickpeas; Parsley; Cilantro; Garlic; Cumin; Coriander; Onion; Baking soda; Salt; Oil for frying,500g; 1 cup; 1 cup; 4 cloves; 1 tbsp; 1 tbsp; 1; 1 tsp; 1.5 tsp; 1L,SNACKS; STARTERS; VEGAN; VEGETARIAN,"Deep-fried patties of ground chickpeas and herbs, a beloved Middle Eastern street food."
Israel,Shakshuka,Eggs; Tomatoes; Bell pepper; Onion; Garlic; Paprika; Cumin; Chili flakes; Olive oil; Parsley,6; 800g; 1; 1; 3 cloves; 1 tbsp; 1 tsp; 1/2 tsp; 3 tbsp; 2 tbsp,MAIN; VEGETARIAN,A Levantine dish of eggs poached in a spiced tomato and pepper sauce.
Israel,Hummus,Chickpeas; Tahini; Lemon juice; Garlic; Cumin; Olive oil; Salt; Water; Paprika; Parsley,400g; 150g; 50ml; 2 cloves; 1/2 tsp; 30ml; 1 tsp; 50ml; pinch; 1 tbsp,DIPS; STARTERS; VEGAN; VEGETARIAN,"A smooth Levantine dip of blended chickpeas, tahini, lemon and garlic."
Italy,Pizza Margherita,Pizza dough; San Marzano tomatoes; Mozzarella; Fresh basil; Extra virgin olive oil; Salt,250g; 100g; 100g; 5 leaves; 1 tbsp; pinch,MAIN; VEGETARIAN,"The Neapolitan classic: thin-crust pizza with tomato sauce, fresh mozzarella and basil."
Italy,Lasagna alla Bolognese,Lasagna sheets; Ground beef; Ground pork; Tomato puree; Milk; Butter; Flour; Parmigiano; Onion; Nutmeg,250g; 300g; 150g; 500ml; 500ml; 50g; 50g; 100g; 1; pinch,BEEF; MAIN; PORK,Italian layered baked pasta with a rich slow-cooked Bolognese ragu and bechamel.
Italy,Pasta Carbonara,Spaghetti; Guanciale; Pecorino Romano; Egg yolks; Black pepper,200g; 100g; 50g; 3; 1 tsp,MAIN; PASTA; PORK,"A Roman classic of spaghetti with guanciale, eggs, Pecorino Romano and black pepper."
Jamaica,Jerk Chicken,Chicken; Allspice; Thyme; Scotch bonnet; Scallions; Ginger; Garlic; Cinnamon; Nutmeg; Soy sauce,1kg; 2 tbsp; 3 sprigs; 2; 4; 20g; 4 cloves; 1/2 tsp; 1/2 tsp; 50ml,MAIN; POULTRY,"Jamaican chicken marinated in scotch bonnet, allspice and thyme, slow-smoked over pimento wood."
Jamaica,Ackee and Saltfish,Salted cod; Ackee; Onion; Scotch bonnet; Bell pepper; Thyme; Black pepper; Tomato; Scallions; Garlic,250g; 500g; 1; 1; 1; 1 tsp; 1 tsp; 1; 2; 2 cloves,LEAN_FISH; MAIN,"Jamaica's national dish: sautéed ackee fruit with salt cod, onion and peppers."
Jamaica,Curry Goat,Goat meat; Curry powder; Potatoes; Ginger; Garlic; Thyme; Scotch bonnet; Onion; Coconut milk; Salt,1kg; 4 tbsp; 300g; 20g; 4 cloves; 1 tbsp; 1; 1; 200ml; 1 tsp,CURRIES; MAIN; MEAT,"Jamaican slow-cooked curried goat, deeply spiced and a must at celebrations."
Japan,Sushi (Nigiri),Sushi rice; Rice vinegar; Sugar; Raw fish; Wasabi; Soy sauce; Ginger; Salt; Nori,300g; 2 tbsp; 1 tbsp; 200g; 1 tsp; 30ml; 20g; 1 tsp; 1 sheet,MAIN,"Hand-formed Japanese rice pressed with fresh raw fish, the essence of Japan's sushi tradition."
Japan,Ramen,Ramen noodles; Pork broth; Soy sauce; Chashu pork; Soft-boiled egg; Nori; Green onion; Menma; Garlic; Ginger,2 servings; 1L; 2 tbsp; 4 slices; 2; 2 sheets; 2; 30g; 1 tsp; 1 tsp,MAIN; PORK,"Japanese pork or chicken broth with wheat noodles, chashu pork and soft-boiled egg."
Japan,Tempura,Shrimp; Sweet potato; Ice water; Cake flour; Egg; Frying oil; Dashi stock; Soy sauce; Mirin; Ginger,8; 1; 200ml; 150g; 1; 500ml; 100ml; 1 tbsp; 1 tbsp; 1 tsp,FRIED; MAIN,Lightly battered and deep-fried Japanese shrimp and vegetables.
Jordan,Mansaf,Lamb; Jameed/Dry yogurt; Basmati rice; Shrak flatbread; Turmeric; Allspice; Cinnamon; Pine nuts; Almonds; Ghee,1kg; 250g; 500g; 2; 1 tsp; 1/2 tsp; 1/2 tsp; 30g; 30g; 50g,LAMB; MAIN; RICE,Jordan's national ceremonial dish of lamb in fermented dried yogurt over rice.
Jordan,Maqluba,Chicken; Basmati rice; Eggplant; Cauliflower; Potatoes; Turmeric; Allspice; Cinnamon; Garlic; Onion,1kg; 500g; 1; 1/2; 2; 1 tsp; 1 tsp; 1/2 tsp; 4 cloves; 1,MAIN; POULTRY,"An upside-down rice and meat dish with aubergine and cauliflower, flipped at the table."
Jordan,Musakhan,Chicken; Sumac; Red onion; Taboon bread; Pine nuts; Olive oil; Allspice; Cinnamon; Black pepper; Salt,1kg; 4 tbsp; 1kg; 4; 50g; 200ml; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tsp,MAIN; POULTRY,Roasted chicken with caramelised sumac onions on taboon bread soaked in olive oil.
Kazakhstan,Beshbarmak (Lamb),Lamb; Beshbarmak (base),200g; 1 serving,LAMB; SIDES,Kazakhstan's ceremonial dish of boiled lamb over hand-rolled flat noodles.
Kazakhstan,Beshbarmak (Beef),Beef; Beshbarmak (base),200g; 1 serving,BEEF; SIDES,The beef version of Kazakhstan's national dish of meat and noodles.
Kazakhstan,Baursak,Flour; Milk; Yeast; Butter; Sugar; Salt; Egg; Oil for frying,500g; 250ml; 1 tsp; 50g; 1 tbsp; 1 tsp; 1; 1L,BREADS; MAIN; VEGETARIAN,"Deep-fried Kazakh dough balls, light and golden, served at celebrations."
Kazakhstan,Kuyrdak,Lamb heart/liver/kidney; Potatoes; Onion; Garlic; Black pepper; Salt; Oil,1kg; 500g; 3; 3 cloves; 1 tsp; 1 tsp; 50ml,LAMB; MAIN,"Kazakh stir-fried organ meats with onion and potatoes, a hearty nomadic dish."
Kenya,Nyama Choma (Goat),Goat meat; Nyama Choma (base),200g; 1 serving,MAIN; MEAT; GRILLED,"East African roasted or grilled goat over charcoal, Kenya's most beloved social food."
Kenya,Nyama Choma (Beef),Beef; Nyama Choma (base),200g; 1 serving,BEEF; GRILLED; MAIN,"Kenyan grilled beef, a popular variant of nyama choma served at gatherings."
Kenya,Ugali,Maize flour; Water; Salt,500g; 1L; 1/2 tsp,SIDES; VEGAN; VEGETARIAN,Kenya's staple maize meal porridge cooked into a stiff dough.
Kenya,Sukuma Wiki,Collard greens; Tomatoes; Onion; Garlic; Cumin; Turmeric; Oil; Salt,500g; 2; 1; 2 cloves; 1/2 tsp; 1/4 tsp; 2 tbsp; 1 tsp,MAIN; VEGAN; VEGETARIAN,"Kenyan braised collard greens with onion and tomato, a nutritious everyday side dish."
Korea (South),Bibimbap,Rice; Beef; Spinach; Bean sprouts; Carrots; Shiitake; Egg; Gochujang; Sesame oil; Garlic,200g; 100g; 100g; 100g; 1; 4; 1; 2 tbsp; 1 tbsp; 1 tsp,BEEF; MAIN,"Korean mixed rice topped with seasoned vegetables, beef, a fried egg and gochujang."
Korea (South),Kimchi Jjigae,Kimchi; Pork belly; Tofu; Gochugaru; Garlic; Green onion; Ginger; Soy sauce; Sesame oil; Water,300g; 150g; 200g; 1 tbsp; 1 tsp; 2; 1/2 tsp; 1 tbsp; 1 tsp; 500ml,MAIN; PORK,A bubbling Korean stew of fermented kimchi with pork or tofu.
Korea (South),Bulgogi,Beef ribeye; Soy sauce; Sugar; Pear juice; Sesame oil; Garlic; Ginger; Green onion; Black pepper; Sesame seeds,500g; 4 tbsp; 2 tbsp; 3 tbsp; 1 tbsp; 3 cloves; 1 tsp; 2; 1/2 tsp; 1 tsp,BEEF; GRILLED; MAIN,Thin slices of sweet-savoury marinated Korean beef grilled at the table.
Kuwait,Machboos,Chicken; Basmati rice; Baharat; Dried lime; Turmeric; Cardamom; Cloves; Cinnamon; Onion; Garlic,1kg; 500g; 1 tbsp; 2; 1 tsp; 5; 3; 1 stick; 2; 3 cloves,MAIN; POULTRY; RICE,"A fragrant Gulf rice dish of chicken or lamb slow-cooked with baharat, dried lime and saffron."
Kuwait,Mutabbaq Samak,White fish; Rice; Baharat; Turmeric; Garlic; Onion; Cilantro; Dried lime; Black pepper; Salt,1kg; 500g; 1 tbsp; 1 tsp; 4 cloves; 2; 1/2 cup; 1; 1/2 tsp; 1 tsp,LEAN_FISH; MAIN,Kuwaiti spiced fish over rice with fried onions and tomato sauce.
Kuwait,Jareesh,Crushed wheat; Chicken; Yogurt; Onion; Cumin; Cinnamon; Ghee; Salt,500g; 500g; 400ml; 2; 1 tsp; 1/2 tsp; 50g; 1 tsp,POULTRY; SIDES,A Gulf dish of coarsely ground wheat slow-cooked with meat and onions.
Kyrgyzstan,Beshbarmak,Lamb; Pasta sheets; Onion; Black pepper; Salt; Parsley,1kg; 300g; 2; 1 tsp; 1 tsp; 1 tbsp,LAMB; SIDES,Central Asian flat noodles and boiled meat with onion broth.
Kyrgyzstan,Lagman,Beef; Hand-pulled noodles; Bell pepper; Radish; Garlic; Ginger; Tomato paste; Cumin; Star anise; Cilantro,500g; 500g; 2; 1; 4 cloves; 1 tsp; 2 tbsp; 1 tsp; 1; 2 tbsp,BEEF; MAIN; PASTA,Stretched hand-pulled noodles in a spiced meat and vegetable broth.
Kyrgyzstan,Shorpo,Lamb; Potatoes; Carrots; Onion; Bell pepper; Garlic; Dill; Parsley; Salt; Peppercorns,1kg; 3; 2; 1; 1; 2 cloves; 1 tbsp; 1 tbsp; 2 tsp; 5,LAMB; MAIN; SOUPS,"Kyrgyz clear meat and vegetable soup, simple and sustaining."
Laos,Larb,Ground chicken/beef; Toasted rice powder; Fish sauce; Lime juice; Mint; Cilantro; Scallions; Chili flakes; Garlic; Galangal,500g; 2 tbsp; 3 tbsp; 3 tbsp; 1/2 cup; 1/2 cup; 2; 1 tbsp; 2 cloves; 1 tsp,BEEF; MAIN; POULTRY,"A Lao minced meat salad with toasted rice powder and fresh herbs, Laos's national dish."
Laos,Tam Mak Hoong,Green papaya; Bird's eye chili; Garlic; Fish sauce; Lime juice; Palm sugar; Tomatoes; Shrimp paste; Peanuts; Salt,500g; 4; 3 cloves; 2 tbsp; 2 tbsp; 1 tbsp; 3; 1 tsp; 2 tbsp; 1/2 tsp,MAIN,"The Lao-style green papaya salad, pounded with chili, lime and fish sauce."
Laos,Khao Piak Sen,Rice noodles; Chicken; Galangal; Lemongrass; Kaffir lime leaves; Fish sauce; Fried garlic; Scallions; Cilantro; Ginger,400g; 500g; 1 tsp; 1; 2; 2 tbsp; 1 tbsp; 2; 1/4 cup; 1 tsp,MAIN; POULTRY,"A Lao rice noodle soup in a milky, starchy chicken or pork broth."
Latvia,Grey Peas with Bacon,Grey peas; Smoked bacon; Onion; Salt; Black pepper; Kefir,500g; 200g; 2; 1 tsp; 1/2 tsp; for serving,MAIN; PORK,Latvia's national dish of slow-cooked grey peas with fried bacon and onion.
Latvia,Kartupeļu pankūkas,Potatoes; Onion; Egg; Flour; Salt; Black pepper; Sour cream; Oil for frying,1kg; 1; 1; 2 tbsp; 1 tsp; 1/4 tsp; 100g; 50ml,MAIN; VEGETARIAN,Crispy Latvian potato pancakes topped with sour cream.
